,ID,tags,text
1962,NCT03070535,1:5:allergy_name,Food allergies and intolerances
1963,NCT02910648,1:5:allergy_name,Food allergies
1964,NCT03068130,107:125:treatment,Patients who have an ongoing SAE from a clinical study that is assessed by the investigator as related to bardoxolone methyl
1965,NCT03068130,97:115:treatment,have completed required End-of-Treatment and/or Follow-up visits in a prior clinical study with bardoxolone methyl
1966,NCT03060473,11:37:chronic_disease,any other active bacterial infection
1967,NCT02680535,1:27:chronic_disease,active bacterial infection
1968,NCT03059355,15:31:cancer,subjects with prior malignancy must be disease free for 3 years
1969,NCT02603757,10:26:cancer,No other prior malignancy
1970,NCT03058029,"32:44:chronic_disease,",Change in medications treating dyslipidemia within one (1) month prior to Screening Visit
1971,NCT02823665,12:24:chronic_disease,history of dyslipidemia
1972,NCT03055377,27:43:allergy_name,Allergy or intolerance to N-acetylcysteine
1973,NCT03055377,16:32:treatment,Current use of N-acetylcysteine or any supplement containing N-acetylcysteine (must agree not to take any such supplement throughout study participation)
1974,NCT03053518,36:54:chronic_disease,Chronically active inflammatory or neoplastic disease in the three years prior to enrollment
1975,NCT00840047,80:98:chronic_disease,All participants under the care of St. Jude physicians with known or suspected neoplastic disease
1976,NCT03044821,1:14:chronic_disease,Fetal anomaly unrelated to MMC
1977,NCT02983240,1:14:chronic_disease,Fetal anomaly incompatible with life
1978,NCT03043742,13:38:chronic_disease,Evidence of left ventricular thrombus
1979,NCT02830360,30:55:chronic_disease,Are known to have protruding left ventricular thrombus or mechanical aortic and mitral valves
1980,NCT03041441,20:44:chronic_disease,Known diagnosis of intracranial hypotension
1981,NCT03041441,",24:48:chronic_disease",cranial MRI changes of intracranial hypotension
1982,NCT03037983,"12:33:chronic_disease,",History of loss of consciousness greater than 15 minutes due to head injury
1983,NCT02266329,15:36:chronic_disease,any period of loss of consciousness
1984,NCT03035474,7:23:treatment,Prior heart transplant or current/planned left ventricular assistance device
1985,NCT02816736,60:76:treatment,"Currently hospitalized and listed status 1A, 1B or 1-4 for heart transplant"
1986,NCT03034395,1:9:cancer,Melanoma located on face or digits
1987,NCT02423863,1:9:cancer,Melanoma
1988,NCT03028831,1:8:chronic_disease,hepatic
1989,NCT00001379,1:8:chronic_disease,hepatic
1990,NCT03026816,34:57:treatment,Current and anticipated need for opioid pain medications or pain that would prevent full participation in the rehabilitation program
1991,NCT02964741,16:39:treatment,Current use of opioid pain medications
1992,NCT03016351,21:34:allergy_name,Adverse reaction to nitroglycerin
1993,NCT02964182,1:14:treatment,nitroglycerin
1994,NCT03011307,48:63:treatment,Currently Workman's Comp litigation related to hip replacement
1995,NCT00969111,12:27:treatment,History of hip replacement
1996,NCT03008616,1:16:chronic_disease,Pulmonary edema
1997,NCT02494869,1:16:chronic_disease,Pulmonary edema
1998,NCT03006770,1:4:chronic_disease,"CLI, with minor tissue loss up to the ankle level (Rutherford Category 5)"
1999,NCT02551679,20:23:chronic_disease,Acute worsening of CLI
2000,NCT03003780,1:10:chronic_disease,Hypoxemia during 6MWT
2001,NCT02464904,"1:10:chronic_disease,,,,",Hypoxemia with pulse oximetry values <88% or partial pressure of oxygen in arterial blood (PaO2) < 60 on baseline oxygen requirements
2002,NCT02993406,29:35:allergy_name,Patient reported history of statin intolerance
2003,NCT02331095,"15:21:treatment,",Patients with statin use within 6 weeks of enrollment
2004,NCT02991677,1:24:chronic_disease,Coronary artery disease
2005,NCT02844907,1:24:chronic_disease,Coronary artery disease
2006,NCT02988895,13:28:treatment,A change in anti-VEGF agent in the previous two administrations
2007,NCT02988895,28:43:treatment,Anticipate a change to the anti-VEGF agent during the conduct of the study
2008,NCT02982759,1:26:chronic_disease,major psychiatric illness
2009,NCT01238120,"30:55:chronic_disease,",Have been hospitalized for a major psychiatric illness within the last 5 years
2010,NCT02978638,1:17:chronic_disease,Immunosuppressed subjects
2011,NCT02758847,1:17:chronic_disease,Immunosuppressed patients
2012,NCT02966665,"1:12:chronic_disease,","Severe COPD (use of supplemental oxygen, or have a one-second forced expiratory volume of less than 30% predicted)"
2013,NCT02843568,"1:12:chronic_disease,",Severe COPD defined as disease requiring an inpatient stay for respiratory deterioration within the past 3 months
2014,NCT02953431,7:22:chronic_disease,Known aortic aneurysm
2015,NCT01812174,15:30:chronic_disease,Patients with aortic aneurysm or other medical condition that creates a higher than usual risk of surgical complication
2016,NCT02946892,"1:16:chronic_disease,,",Hypoalbuminemia defined as serum albumin <2.0g/dL
2017,NCT01419561,"1:16:chronic_disease,,",Hypoalbuminemia (albumin<3.5g/dL)
2018,NCT02944578,95:105:treatment,"No risk factors for microinvasive disease (no colposcopic features of microinvasion, adequate colposcopy and negative endocervical curettage)"
2019,NCT02864147,30:40:treatment,Patients with unsatisfactory colposcopy
2020,NCT02932956,",124:139:treatment",Sexually active patients must be willing to utilize one of the more effective birth control methods for 3 months after the T-cell infusion
2021,NCT02905188,",,124:139:treatment",Sexually active patients must be willing to utilize one of the more effective birth control methods for 3 months after the T-cell infusion
2022,NCT02932280,1:41:cancer,Symptomatic or unstable brain metastases
2023,NCT02576431,1:41:cancer,Symptomatic or unstable brain metastases
2024,NCT02928991,1:51:chronic_disease,"Uncontrolled bacterial, viral or fungal infections"
2025,NCT02356653,1:51:chronic_disease,"Uncontrolled bacterial, viral or fungal infections"
2026,NCT02925923,1:13:treatment,Ketoconazole
2027,NCT02522715,"1:13:treatment,",Ketoconazole; approximate half-life: 8 hours; washout period required: 48 hours
2028,NCT02924363,1:27:chronic_disease,serious concurrent illness
2029,NCT02666378,14:40:chronic_disease,Uncontrolled serious concurrent illness
2030,NCT02918981,1:21:chronic_disease,Neurological disease
2031,NCT02565199,1:21:chronic_disease,Neurological disease
2032,NCT02913495,1:16:chronic_disease,Placenta previa
2033,NCT02518594,1:16:chronic_disease,"Placenta previa, because of risk of bleeding and high potential for indicated preterm birth"
2034,NCT02912572,59:77:cancer,This test is now done routinely for every newly diagnosed endometrial cancer patient in most centers in the US
2035,NCT01815359,28:46:cancer,Subjects with a history of endometrial cancer are eligible only if they presented with a stage lower than 1A and if the histology was a subtype other than poorly differentiated
2036,NCT02910700,33:50:treatment,patients who have progressed on anti-PD-1 therapy in the adjuvant setting are also allowed
2037,NCT02771626,30:47:treatment,Some cohort exceptions allow anti-PD-1 therapy
2038,NCT02905591,1:10:treatment,quinidine
2039,NCT02796209,1:10:treatment,quinidine
2040,NCT02903446,14:29:chronic_disease,Uncontrolled hyperthyroidism
2041,NCT02346201,14:29:chronic_disease,Uncontrolled hyperthyroidism
2042,NCT02898701,120:129:chronic_disease,"any other conditions that affect their mobility or balance which might affect their ability to perform the motor task (arthritis, orthopedic complications, metabolic, vestibular, etc)"
2043,NCT02441062,74:83:chronic_disease,"Inability to lie still for the entire imaging time (due to cough, severe arthritis, etc.)"
2044,NCT02888119,",,,32:34:chronic_disease,,,",Patients ages 40-75 with early OA as determined by KL scores 1-2
2045,NCT02272218,39:41:chronic_disease,does not fulfill the ACR criteria for OA
2046,NCT02876510,30:47:chronic_disease,other known risk factors for bowel perforation
2047,NCT02771626,36:53:chronic_disease,History of known risks factors for bowel perforation
2048,NCT02871349,1:16:chronic_disease,Thyroid disease
2049,NCT02252432,1:16:chronic_disease,Thyroid disease
2050,NCT02864147,1:4:chronic_disease,CVA
2051,NCT02213289,"4:7:chronic_disease,",No CVA within 6 months
2052,NCT02860702,309:324:treatment,"Legally Authorized Representative(s) unwilling to comply with an exclusive human milk diet either in the form of mother's milk, human milk-based human milk fortifier, human milk based caloric fortifier or donor human milk during the initial hospitalization period and through the 30 day feeding period after surgical repair or hospital discharge, whichever comes first"
2053,NCT02860702,82:97:treatment,Outborn infants who received enteral nutrition at the other institution prior to surgical repair
2054,NCT02856412,27:50:allergy_name,Contraindications for the exercise treadmill test
2055,NCT02047721,33:56:treatment,unable to pass screening graded exercise treadmill test
2056,NCT02849639,1:22:chronic_disease,Narrow-angle glaucoma
2057,NCT02784535,1:22:chronic_disease,Narrow-angle glaucoma
2058,NCT02843945,1:11:treatment,FOLFIRINOX
2059,NCT02178709,",,,151:161:treatment",Women of childbearing potential definition (WOCBP) must have a negative serum or urine pregnancy test performed within 14 days prior to initiation of FOLFIRINOX
2060,NCT02830074,1:9:chronic_disease,acute MI
2061,NCT02750319,11:19:chronic_disease,having an acute MI
2062,NCT02826343,"12:33:chronic_disease,",History of respiratory infection within 2 weeks prior to the MR scan
2063,NCT02588326,1:22:chronic_disease,respiratory infection
2064,NCT02816736,1:18:chronic_disease,acute myocarditis
2065,NCT02769611,15:32:chronic_disease,Patients with acute myocarditis
2066,NCT02811679,"1:19:treatment,",radioimmunotherapy within 6 weeks prior to entering the study
2067,NCT02454010,10:28:treatment,Previous radioimmunotherapy
2068,NCT02801747,"15:43:treatment,","Has not taken antiretroviral therapy (ART) in the past 6 weeks (the period of time assessed by hair assay, and a reasonable period of time not on ART for the present study)"
2069,NCT02256631,"20:48:treatment,",Mother received no antiretroviral therapy (ART) during pregnancy
2070,NCT02793921,9:21:treatment,Current beta-blocker use
2071,NCT02013492,40:52:treatment,Patients who are currently receiving a beta-blocker for another medical condition
2072,NCT02791646,1:24:cancer,metastases to the brain
2073,NCT02561988,1:24:cancer,metastases to the brain
2074,NCT02775162,64:85:treatment,registered as an active recipient on the UNOS waiting list for liver transplantation
2075,NCT02013492,15:36:treatment,Patients with liver transplantation
2076,NCT02770326,1:6:chronic_disease,Ileus
2077,NCT01978509,1:6:chronic_disease,Ileus
2078,NCT02762006,12:39:treatment,History of allogeneic organ transplant
2079,NCT02592551,12:39:treatment,History of allogeneic organ transplant
2080,NCT02755116,23:33:allergy_name,History of allergy to olanzapine
2081,NCT01973270,1:11:treatment,olanzapine(to be determined on a case by case basis)
2082,NCT02744430,4:11:treatment,On digoxin
2083,NCT02185417,",,35:42:treatment,",K<3.1 meq/L (or K<3.5 meq/L if on digoxin) in the past 90 days
2084,NCT02741180,15:31:chronic_disease,No history of heart arrhythmia
2085,NCT02741180,"25:41:chronic_disease,",Patients diagnosed with heart arrhythmia scheduled for routine clinical MRI examinations)
2086,NCT02737930,12:24:chronic_disease,History of hyponatremia
2087,NCT02476409,"22:34:chronic_disease,,","Patients with severe hyponatremia, defined as serum sodium < 125 milliequivalents per Liter (mEq/L) at the time of screening, will be excluded regardless of whether they are symptomatic or not"
2088,NCT02734134,",39:54:treatment",Presentation of systems <4 weeks from index procedure
2089,NCT02574650,",,37:52:treatment,",Any PCI within 30 days prior to the index procedure or planned 3 months post the index procedure
2090,NCT02724540,"1:12:cancer,,",liver tumor burden less than or equal to 70% of the total liver volume by visual estimate
2091,NCT01648023,"39:50:cancer,","Patients with at least one measurable liver tumor, with size > 1cm"
2092,NCT02710968,"1:21:chronic_disease,,","Diaphragmatic hernia: right-sided or bilateral, major associated anomalies, isolated left-sided with the O/E LHR ? 30%"
2093,NCT02530073,"1:21:chronic_disease,,","Diaphragmatic hernia: right-sided or bilateral, major associated anomalies, isolated left-sided with the O/E LHR ? 25%"
2094,NCT02710240,28:37:cancer,Patients presenting with a CNS tumor presumed to be resectable and are at risk for local recurrence on pre-operative assessment
2095,NCT02419495,39:48:cancer,Clinically stable with respect to the CNS tumor at the time of study entry
2096,NCT02706249,"14:35:chronic_disease,,,,","Uncontrolled arterial hypertension (systolic blood pressure > 200mmHg, diastolic >110mmHg)"
2097,NCT02416102,11:32:chronic_disease,Untreated arterial hypertension
2098,NCT02700451,8:15:treatment,not on opiates at time of presentation to clinic
2099,NCT01389024,",55:62:treatment",Pain crisis within two weeks requiring treatment with opiates
2100,NCT02687464,47:70:treatment,non-operative management (2 or more rounds of intravenous antibiotics) initiated at an outside institution
2101,NCT02394028,57:80:treatment,Any major episode of infection requiring treatment with intravenous antibiotics
2102,NCT02680574,11:34:chronic_disease,sustained ventricular tachycardia
2103,NCT02058095,11:34:chronic_disease,Sustained ventricular tachycardia
2104,NCT02670837,",71:79:treatment,",Peripheral blood donor chimerism should be measured within 21 days of grafting and be >/= 5% and stable
2105,NCT00985205,",,44:52:treatment",Deep 2nd and/or 3rd degree burns requiring grafting
2106,NCT02665338,12:22:chronic_disease,History of autoimmune
2107,NCT01720836,34:44:chronic_disease,Subjects with a history of known autoimmune
2108,NCT02664909,12:32:chronic_disease,history of deep vein thrombosis
2109,NCT01954966,1:21:chronic_disease,deep vein thrombosis
2110,NCT02649790,13:37:cancer,Higher Risk Myelodysplastic Syndrome
2111,NCT02649790,13:37:cancer,Higher risk Myelodysplastic Syndrome
2112,NCT02641093,25:42:chronic_disease,Known history of active tuberculosis (TB)
2113,NCT02200445,29:46:chronic_disease,Positive screening test for tuberculosis (TB)
2114,NCT02635893,5:25:chronic_disease,Any debilitating disease prior to the SCI that caused exercise intolerance
2115,NCT01915095,5:25:chronic_disease,Any debilitating disease prior to the SCI that caused exercise intolerance
2116,NCT02628535,77:94:cancer,Histologically and/or cytologically proven unresectable locally advanced or metastatic tumors that express B7-H3 on the membrane or vasculature
2117,NCT00147056,",13:30:cancer",More than 3 metastatic tumors
2118,NCT02624518,",,57:60:treatment",Nadir plus (+) greater than or equal to 2 ng/mL rise in PSA
2119,NCT02203695,20:23:treatment,Patients must have PSA within study range
2120,NCT02615249,21:26:allergy_name,strong suspicion of metal contact allergy based on results of the Qualification Questionnaire
2121,NCT02483728,12:17:allergy_name,"history of metal allergy who require joint repair (hip, knee and/or shoulder)"
2122,NCT02604277,12:43:chronic_disease,History of schizophrenia spectrum disorder
2123,NCT02214667,1:32:chronic_disease,schizophrenia spectrum disorder
2124,NCT02593123,45:71:cancer,Any of the following high risk or recurrent hematological malignancies
2125,NCT02272998,21:47:cancer,Patients with acute hematological malignancies
2126,NCT02592707,"29:62:treatment,",Administration of any other investigational medicinal product within 60 days prior to entry
2127,NCT02178566,",83:116:treatment,","Participation in any other clinical trial, except observational, or receipt of an investigational medicinal product within 30 days prior to RHC visit"
2128,NCT02589938,"19:43:treatment,",Have received any investigational new drug within the past 30 days or planning to receive such during the study period
2129,NCT02338999,"16:40:treatment,,","Receipt of any investigational new drug or device within 30 days prior to screening or 5 half-lives of the agent <TAB>(whichever is longer), or any investigational new drug with known long-term effects"
2130,NCT02587598,31:49:treatment,Not currently a candidate for curative treatment
2131,NCT02378428,15:33:treatment,Patients with curative treatment options
2132,NCT02584309,13:35:chronic_disease,Symptomatic valvular heart disease
2133,NCT02369900,19:41:chronic_disease,Known significant valvular heart disease
2134,NCT02579174,41:60:chronic_disease,Radiographically confirmed diagnosis of osteoarthritis (OA)
2135,NCT02501733,30:49:chronic_disease,Patients with a diagnosis of osteoarthritis (OA)
2136,NCT02578732,159:167:treatment,Patients with serious medical risk factors involving any of the major organ systems such that the investigator considers it unsafe for the patient to receive FOLFOX-A
2137,NCT02080221,159:167:treatment,Patients with serious medical risk factors involving any of the major organ systems such that the investigator considers it unsafe for the patient to receive FOLFOX-A
2138,NCT02576301,",,,70:91:treatment",MDS - Marrow blasts must be > 5% and disease failed at least 1 prior hypomethylating agent
2139,NCT02152956,",53:74:treatment",prior treatment failure with at least two cycles of hypomethylating agent
2140,NCT02574455,56:66:allergy_name,Patients with a history of an anaphylactic reaction to irinotecan
2141,NCT02192359,102:112:allergy_name,History of allergic reactions attributed to compounds of similar chemical or biologic composition to irinotecan
2142,NCT02573493,45:119:allergy_name,History of allergic reactions attributed to compounds of similar chemical or biologic composition to any of the agents used in this study
2143,NCT02476786,47:121:allergy_name,A history of allergic reactions attributed to compounds of similar chemical or biologic composition to any of the agents used in the study
2144,NCT02570984,",24:43:treatment,",More than four days of albuterol treatment (for symptoms) in the past two weeks
2145,NCT02570984,",24:43:treatment,",More than one night of albuterol treatment (for symptoms) in the past two weeks
2146,NCT02568267,7:24:chronic_disease,Known active infections
2147,NCT02434809,38:55:chronic_disease,Patients with clinically significant active infections
2148,NCT02566304,1:29:cancer,Myeloproliferative disorders
2149,NCT01384513,1:29:cancer,Myeloproliferative disorders with at least a PR to current therapy
2150,NCT02564978,10:24:treatment,Need for ocular surgery during the course of the study
2151,NCT02403128,"5:19:treatment,",Any ocular surgery during the preceding 3 months
2152,NCT02563574,1:23:chronic_disease,Neurological disorders
2153,NCT02137122,1:23:chronic_disease,Neurological disorders
2154,NCT02562235,8:32:chronic_disease,Severe restrictive lung disease
2155,NCT02554903,"31:55:chronic_disease,,",Documented moderate to severe restrictive lung disease defined as: total lung capacity < 60% of predicted value
2156,NCT02559817,",,,267:275:treatment,","Patient reports having more than 1 loose, mushy stool (eDiary-recorded stool consistency of 6 on the Pediatric Bristol Stool Form Scale [p-BSFS]) or any watery stool (eDiary-recorded stool consistency of 7 on the p-BSFS) with any SBM that occurred in the absence of laxative use on the calendar day of the BM or the calendar day before the BM during the 14 days before the randomization day and up to the randomization"
2157,NCT02160288,"3:11:treatment,",1 laxative (osmotic or stimulant) for 2 weeks
2158,NCT02553642,42:64:treatment,Subjects may have received any number of prior lines of therapy
2159,NCT02143726,29:51:treatment,have received any number of prior lines of therapy
2160,NCT02553161,1:33:chronic_disease,pervasive developmental disorder
2161,NCT02421315,1:33:chronic_disease,pervasive developmental disorder
2162,NCT02544880,1:16:treatment,"Salvage surgery is not recommended as per NCCN guidelines, or after multidisciplinary treatment evaluation, including those with surgically unresectable disease at primary site or regional lymph nodes"
2163,NCT02544880,1:16:treatment,"Salvage surgery is not recommended as per National Comprehensive Cancer Network (NCCN) guidelines, or after multidisciplinary treatment evaluation, including those with surgically unresectable disease at primary site or regional lymph nodes"
2164,NCT02543983,17:23:chronic_disease,Current or past Axis I diagnosis
2165,NCT00285935,21:27:chronic_disease,No history of DSM-5 Axis I diagnoses
2166,NCT02541903,44:72:chronic_disease,History or presence of clinically relevant cardiovascular abnormalities
2167,NCT01553942,33:61:chronic_disease,History or presence of relevant cardiovascular abnormalities
2168,NCT02540330,1:16:treatment,Prior radiation to the breast or chest wall
2169,NCT02454010,"1:16:treatment,,",Prior radiation to > 30% of the red marrow or to maximal tolerable level for any organ
2170,NCT02536170,",,52:72:treatment,",Hemoglobin less than 5 gm/dL or immediate need for red cell transfusion anticipated within next 12 hours
2171,NCT02143830,1:21:treatment,red cell transfusion dependence
2172,NCT02533674,22:33:treatment,Prior treatment with oxaliplatin
2173,NCT01061515,"74:85:treatment,,",Because no dosing or toxicity data are currently available on the use of oxaliplatin in patients <18 years of age
2174,NCT02531880,12:21:allergy_name,Allergy to manganese
2175,NCT01326715,12:21:allergy_name,Allergy to manganese
2176,NCT02525861,"35:57:chronic_disease,",The participant is experiencing a pulmonary exacerbation at the time of screening (participant may be re-screened 4 weeks after the clinical resolution of an exacerbation)
2177,NCT02416102,"7:29:chronic_disease,",Acute pulmonary exacerbation within 6 weeks from the Screening Visit
2178,NCT02520791,"29:65:treatment,",Patients who have undergone autologous stem cell transplantation within 3 months from study entry
2179,NCT02362997,59:95:treatment,Participants must be planning to receive or have received autologous stem cell transplantation
2180,NCT02516969,",,115:129:treatment",have a positive pregnancy test (reproductive age should use effective birth control during study if randomized to SBRT treatment arm)
2181,NCT01918683,118:132:treatment,Contraindication to both contrast enhanced MRI and contrast enhanced CT (i.e. unable to undergo follow-up imaging or SBRT treatment planning)
2182,NCT02516332,10:19:treatment,Complete Pacemaker dependence
2183,NCT02446210,1:10:treatment,Pacemaker
2184,NCT02509546,8:39:cancer,Active central nervous system leukemia
2185,NCT02236013,31:62:cancer,Subject has clinically active central nervous system leukemia
2186,NCT02508038,1:15:treatment,Haploidentical by HLA-typing
2187,NCT01861106,"1:15:treatment,,",Haploidentical related donors for pediatric recipients must be 6 years of age or older
2188,NCT02503722,46:61:treatment,Patients with enteric stomata or significant bowel resection
2189,NCT02332850,1:16:treatment,bowel resection affecting absorption
2190,NCT02503358,"1:15:treatment,",Major surgical procedure within 21 days prior to enrollment
2191,NCT02451423,"1:15:treatment,","Major surgical procedure other than for diagnosis within 28 days prior to Cycle 1, Day 1"
2192,NCT02501733,38:54:chronic_disease,Patients with an active or suspected latent infection in or about the knee joint
2193,NCT01917929,36:52:chronic_disease,Patient has an active or suspected latent infection in or about the affected hip joint at time of study device implantation
2194,NCT02501096,",33:49:treatment,",All acute toxicities related to prior treatments must be resolved to Grade less than or equal to 1
2195,NCT02384954,42:58:treatment,Must have recovered from side effects of prior treatments
2196,NCT02497690,8:24:chronic_disease,severe motor impairment
2197,NCT02430051,13:29:chronic_disease,Significant motor impairment
2198,NCT02496208,1:24:chronic_disease,Intra-abdominal abscess
2199,NCT02132598,1:24:chronic_disease,Intra-abdominal abscess
2200,NCT02495415,"5:14:treatment,","for spiral CT, measurable is defined as 10 mm in at least one dimension"
2201,NCT02393794,",11:20:treatment",? 1 cm on spiral CT
2202,NCT02493530,1:17:treatment,Organ transplant recipients
2203,NCT02252432,1:17:treatment,Organ transplant patients
2204,NCT02490631,1:17:treatment,chronic steroids
2205,NCT02306954,10:26:treatment,Need for chronic steroids
2206,NCT02488967,1:17:chronic_disease,Valvular disease with documented compromise in cardiac function
2207,NCT02464878,1:17:chronic_disease,Valvular disease requiring replacement with prosthetic valve
2208,NCT02487082,1:21:chronic_disease,Peptic ulcer disease
2209,NCT02081404,1:21:chronic_disease,Peptic ulcer disease
2210,NCT02481310,1:17:cancer,Burkitt lymphoma
2211,NCT01787409,23:39:cancer,patients with typical Burkitt lymphoma are not eligible
2212,NCT02479698,",,,122:153:treatment","Negative pregnancy test in female patients of childbearing potential, defined as not post-menopausal for 12 months or no previous surgical sterilization"
2213,NCT01696734,",46:77:treatment",not post-menopausal for 12 months or without previous surgical sterilization
2214,NCT02474368,1:12:treatment,Bevacizumab
2215,NCT01811498,25:36:treatment,Previous treatment with Bevacizumab
2216,NCT02472834,14:32:treatment,Prescribed a dialysis treatment time of 4 hours per session
2217,NCT01990495,"35:53:treatment,","Subjects will be required to have dialysis treatment for >3 months with an average Kt/V 1.2, and be able to perform exercise safely"
2218,NCT02470897,26:46:treatment,Up to a total of year of androgen deprivation allowed
2219,NCT01804465,"27:47:treatment,","Progressive disease after androgen deprivation, as defined by PSA Working Group 2 and/or RECIST criteria"
2220,NCT02465060,",,,,97:115:treatment","Leukocytes >= 3,000/mcL (within 2 weeks prior to screening step registration and within 4 weeks prior to treatment step registration)"
2221,NCT02270450,68:86:treatment,"Serum albumin must be planned to be collected after admission, but prior to treatment"
2222,NCT02464878,38:58:treatment,other technical reasons that require graft pancreatectomy
2223,NCT02464878,"10:30:treatment,",with the graft pancreatectomy occurring more than 6 months ago
2224,NCT02460835,21:42:treatment,contraindication to contrast-enhanced MRI
2225,NCT00338377,34:55:treatment,Patients must be able to undergo contrast-enhanced MRI. (Cohort D)
2226,NCT02453373,1:24:chronic_disease,Ventricular tachycardia
2227,NCT01445821,1:24:chronic_disease,"Ventricular tachycardia (sustained or non-sustained, multifocal or unifocal) on EKG or 24 hour Holter"
2228,NCT02445339,33:49:treatment,Acute or chronic pain requiring opioid treatment
2229,NCT02187198,33:49:treatment,requirement for current ongoing opioid treatment for adequate pain management
2230,NCT02442297,42:76:allergy_name,History of hypersensitivity reactions to murine protein-containing products
2231,NCT02050347,42:76:allergy_name,History of hypersensitivity reactions to murine protein-containing products
2232,NCT02439450,"17:44:treatment,",Arm 5: Received systemic anticancer therapy within 21 days prior to first dose of study drug
2233,NCT02281409,"16:43:treatment,",Any history of systemic anticancer therapy (standard or experimental) completed within 30 days prior to dosing
2234,NCT02435069,19:43:treatment,those who require prophylactic antibiotics
2235,NCT01773694,20:44:treatment,patients receiving prophylactic antibiotics
2236,NCT02428205,66:83:treatment,Any of the following exclusionary criteria related to the use of electrocardiogram (history of rash from adhesives)
2237,NCT02370095,",,60:77:treatment",Corrected QT interval (QTc) interval > 500 ms on screening electrocardiogram
2238,NCT02424968,",,80:107:treatment",Patients must have a Karnofsky performance status of >= 60% at the time of the CD8+ memory T-cell infusion
2239,NCT02424968,86:113:treatment,Patients must have adequate organ function and performance status at the time of the CD8+ memory T-cell infusion
2240,NCT02420977,1:14:treatment,brachytherapy
2241,NCT02037048,"23:36:treatment,",Patients treated with brachytherapy have a PSA within the institutional normal range
2242,NCT02417701,25:64:cancer,Patients with untreated central nervous system (CNS) metastases
2243,NCT02369458,14:53:cancer,Known active central nervous system (CNS) metastases
2244,NCT02416206,36:66:chronic_disease,Patients who have any debilitating medical or psychiatric illness which would preclude their giving informed consent or their receiving optimal treatment and follow-up
2245,NCT00809991,7:37:chronic_disease,"Major medical or psychiatric illness which, in the investigator's opinion, would prevent completion of treatment and would interfere with follow up"
2246,NCT02413047,"1:8:chronic_disease,,",Crohn's patients have a Harvey Bradshaw index >5
2247,NCT02392286,14:21:chronic_disease,Diagnosis of Crohn's flare
2248,NCT02404155,12:39:cancer,History of myeloproliferative disorder
2249,NCT01366612,7:34:cancer,other myeloproliferative disorder
2250,NCT02401347,1:38:treatment,Prior treatment with a PARP inhibitor
2251,NCT02286687,1:38:treatment,Prior treatment with a PARP inhibitor
2252,NCT02396199,"1:18:chronic_disease,,",Saccular aneurysm with aortic diameter greater than 1.5 times the normal aortic diameter that is deemed to be at risk for rupture based upon physician interpretation
2253,NCT02266719,"1:18:chronic_disease,,",Saccular aneurysm with aortic diameter greater than 1.5 times the normal aortic diameter that is deemed to be at risk for rupture based upon physician interpretation
2254,NCT02393157,7:47:chronic_disease,Known congenital or acquired immune deficiency
2255,NCT01859819,4:44:chronic_disease,No congenital or acquired immune deficiency
2256,NCT02389309,32:64:allergy_name,History of hypersensitivity to any component of the formulation
2257,NCT01582191,32:64:allergy_name,History of hypersensitivity to any component of the formulation
2258,NCT02370732,9:20:chronic_disease,Current suicidality (as assessed at screening)
2259,NCT02332291,19:30:chronic_disease,Presence of acute suicidality
2260,NCT02369406,1:18:chronic_disease,Medical condition making it unlikely that the infant will survive to 96 weeks
2261,NCT02235857,"1:18:chronic_disease,",Medical condition or disorder that would limit life expectancy to less than the primary clinical study endpoint or that may cause noncompliance with the study plan or confound the data analysis
2262,NCT02366481,20:44:treatment,Subjects receiving corticosteroid treatment
2263,NCT01972113,20:44:treatment,Subjects receiving corticosteroid treatment
2264,NCT02358187,5:43:treatment,Any investigational therapeutic medication
2265,NCT01130077,5:43:treatment,Any investigational therapeutic medication
2266,NCT02354547,1:24:treatment,Concomitant medications
2267,NCT02323880,1:24:treatment,Concomitant medications
2268,NCT02353728,1:26:chronic_disease,Impaired cardiac function
2269,NCT01351103,1:26:chronic_disease,Impaired cardiac function
2270,NCT02350764,6:22:cancer,Have residual disease following surgical resection that is measurable by RECIST v1.1
2271,NCT02146924,157:173:cancer,"Research participants with confirmed 1st or higher relapse of disease by morphology, cytogenetics or molecular, or research participants with refractory or residual disease"
2272,NCT02346201,24:33:chronic_disease,Clinically significant delusions for which either
2273,NCT02346201,18:27:chronic_disease,the frequency of delusions as assessed by the NPI is 'Very frequently'
2274,NCT02343042,1:21:chronic_disease,Symptomatic ischemia
2275,NCT02120222,1:21:chronic_disease,Symptomatic ischemia
2276,NCT02339948,1:15:treatment,Hip prosthesis
2277,NCT01045148,10:24:treatment,Metallic Hip prosthesis
2278,NCT02338232,1:28:chronic_disease,Myeloproliferative disorder
2279,NCT01951885,1:28:cancer,Myeloproliferative disorder
2280,NCT02329652,7:30:chronic_disease,Other neurological conditions
2281,NCT01777035,18:41:chronic_disease,Rapidly changing neurological conditions
2282,NCT02323880,",57:83:treatment",at least 42 days must have elapsed if other substantial bone marrow (BM) radiation
2283,NCT02304458,",33:59:treatment",>= 42 days if other substantial bone marrow (BM) radiation
2284,NCT02321501,",,79:93:treatment,,",Male sterilization (at least 6 months prior to screening)with the appropriate post-vasectomy documentation of the absence of sperm in the ejaculate. For female subjects on the study the vasectomized male partner should be the sole partner for that subject
2285,NCT01827384,",50:64:chronic_disease",Male partner sterilization (with the appropriate post-vasectomy documentation of the absence of sperm in the ejaculate)
